iter	RMSE
208	0.06669643011
209	0.06663119736
210	0.06642504163
211	0.06630342269
212	0.06606730579
213	0.06591989328
214	0.06569921836
215	0.06551860336
216	0.06536721747
217	0.06524278032
218	0.06499918002
219	0.0649795715
220	0.0647314962
221	0.06453825581
222	0.06436745623
223	0.06418586178
224	0.06400879344
225	0.06383820916
226	0.06378808251
227	0.06364788624
228	0.06344537487
229	0.06328803673
230	0.06309460927
231	0.06298363022
232	0.06276608234
233	0.06262953015
234	0.06258807976
235	0.06242888395
236	0.0622567486
237	0.06208692786
238	0.06188116062
239	0.06170278253
240	0.06163262582
241	0.06136879853
242	0.06122896828
243	0.06105854111
244	0.06103046799
245	0.06084136061
246	0.06082676767
247	0.06057076592
248	0.06047864153
249	0.06033400205
250	0.06012485873
251	0.05998799564
252	0.05979997066
253	0.0596608436
254	0.05960406257
255	0.05942583743
256	0.0592579234
257	0.05911839393
258	0.05901045766
259	0.0588284245
260	0.05868799896
261	0.05867521865
262	0.05850087161
263	0.05845022184
264	0.05834665481
265	0.0581853821
266	0.05798614747
267	0.05785883161
268	0.05771285479
269	0.05748142542
270	0.05746764578
271	0.05737414526
272	0.05733991252
273	0.05721645268
274	0.05708773023
275	0.05707755513
276	0.0568701359
277	0.05666576272
278	0.05643711387
279	0.05639062915
280	0.05628016552
281	0.05608831196
282	0.05607849276
283	0.05591181407
284	0.05576954692
285	0.05570438178
286	0.05552781033
287	0.05543274934
288	0.05535930725
289	0.05522754775
290	0.05507751307
291	0.05500677506
292	0.05481714275
293	0.05462487446
294	0.05459468026
295	0.05448190134
296	0.05437335144
297	0.05414159016
298	0.05408659385
299	0.05402233172
300	0.0538800088
301	0.05386765234
302	0.05377437737
303	0.05362377149
304	0.05345157947
305	0.05331891944
306	0.05315240252
307	0.05308323037
308	0.05294731573
309	0.05279540432
310	0.05261413704
311	0.05250649431
312	0.05238081864
313	0.05220057219
314	0.05211482979
315	0.05195512853
316	0.05186690941
317	0.05168871778
318	0.05162255969
319	0.05148076786
320	0.05134437051
321	0.05120168575
322	0.05111211449
323	0.05105137923
324	0.05083831071
325	0.05065886349
326	0.05050391402
327	0.05038214336
328	0.05020688866
329	0.05010714082
330	0.04997221596
331	0.04985619501
332	0.04977577396
333	0.0496087887
334	0.04948846305
335	0.0493865369
336	0.04928451089
337	0.04920113281
338	0.04909016628
339	0.04897437346
340	0.04890220575
341	0.04888237639
342	0.04881467837
343	0.04867947652
344	0.04855349224
345	0.04842521643
346	0.04825767975
347	0.04810777857
348	0.04797147575
349	0.04783325825
350	0.04770114708
351	0.0475362779
352	0.04745937244
353	0.04737908342
354	0.04728843366
355	0.04728090327
356	0.04717444285
357	0.04700845813
358	0.04696334013
359	0.04684027128
360	0.04677499868
361	0.04667844351
362	0.04666687556
363	0.04644461505
364	0.0463063878
365	0.04626432086
366	0.04612200086
367	0.04602927321
368	0.04595686475
369	0.04582723215
370	0.04570911625
371	0.04558759886
372	0.04546380531
373	0.04535187196
374	0.0453388489
375	0.04517807896
376	0.04506658332
377	0.0450493597
378	0.04493258931
379	0.04476558045
380	0.0446802198
381	0.04459091901
382	0.04446548035
383	0.04437915271
384	0.04423720975
385	0.04413631713
386	0.0440482389
387	0.04394409989
388	0.04393816192
389	0.04386267571
390	0.04380150551
391	0.04367247851
392	0.04361566484
393	0.04355682287
394	0.04344523753
395	0.04339333774
396	0.04328761873
397	0.04322423089
398	0.04311758679
399	0.04299471856
400	0.04286349147
401	0.04273375602
402	0.04256346171
403	0.04239363088
404	0.04231604044
405	0.04220363216
406	0.04215600332
407	0.04209371338
408	0.04208704975
409	0.0419139787
410	0.0418446238
411	0.04172551411
412	0.04164987595
413	0.04149788987
414	0.0413753513
415	0.04130106194
416	0.04127099871
417	0.04115667568
418	0.04109305668
419	0.04096162821
420	0.04093791246
421	0.04081142848
422	0.04078616431
423	0.04068029006
424	0.04065411982
425	0.04050743851
426	0.040364994
427	0.04030527384
428	0.04017222616
429	0.04008440771
430	0.03997710191
431	0.0399029104
432	0.03979521973
433	0.03968867311
434	0.03958599454
435	0.03950766779
436	0.03946885231
437	0.03935842988
438	0.0392808105
439	0.03927116789
440	0.03916796444
441	0.03908460213
442	0.03906610445
443	0.03899267791
444	0.03895818897
445	0.03889104035
446	0.03880983882
447	0.03866217054
448	0.03860915461
449	0.03850112396
450	0.03845113162
451	0.0383563195
452	0.03834064823
453	0.03833480168
454	0.03824290492
455	0.03822212139
456	0.03809920293
457	0.03797707958
458	0.03790535167
459	0.0378461147
460	0.03780712893
461	0.03777427183
462	0.03772136455
463	0.03762597097
464	0.03751301578
465	0.03741514204
466	0.03731030241
467	0.03716967523
468	0.03711361967
469	0.03703476459
470	0.03698285696
471	0.03691933733
472	0.03680018713
473	0.03675465974
474	0.03664173672
475	0.03652466457
476	0.03646799355
477	0.03638516866
478	0.03633188267
479	0.03623024585
480	0.03618977351
481	0.03612411025
482	0.03600935991
483	0.03592495795
484	0.03585049938
485	0.03573593055
486	0.03566445245
487	0.03565292171
488	0.0355712546
489	0.03550208232
490	0.03534744092
491	0.03530902104
492	0.03522971466
493	0.03514034406
494	0.03506731712
495	0.0350374273
496	0.03497314943
497	0.03482721384
498	0.03474000861
499	0.03466203276
